"","ONTOLOGY","TERM","N","DE","P.DE","FDR"
"GO:0071566","MF","UFM1 activating enzyme activity",1,1,0.95991909745065,1
"GO:0071567","MF","deUFMylase activity",2,2,0.913163111354656,1
"GO:0071568","MF","UFM1 transferase activity",2,2,0.913610839219647,1
"GO:0071569","BP","protein ufmylation",9,9,0.672271045399616,1
"GO:0071573","BP","shelterin complex assembly",2,2,0.919352892289129,1
"GO:0071577","BP","zinc ion transmembrane transport",31,29,0.862051422548102,1
"GO:0071578","BP","zinc ion import across plasma membrane",11,11,0.625504999115323,1
"GO:0071579","BP","regulation of zinc ion transport",2,2,0.918551817754378,1
"GO:0071580","BP","regulation of zinc ion transmembrane transport",1,1,0.958137816779208,1
"GO:0071581","BP","regulation of zinc ion transmembrane import",1,1,0.958137816779208,1
"GO:0071582","BP","negative regulation of zinc ion transport",1,1,0.958137816779208,1
"GO:0071583","BP","negative regulation of zinc ion transmembrane transport",1,1,0.958137816779208,1
"GO:0071584","BP","negative regulation of zinc ion transmembrane import",1,1,0.958137816779208,1
"GO:0071585","BP","detoxification of cadmium ion",5,5,0.812775942481107,1
"GO:0071586","BP","CAAX-box protein processing",3,3,0.867875171532184,1
"GO:0071593","BP","lymphocyte aggregation",4,4,0.847100844052685,1
"GO:0071595","CC","Nem1-Spo7 phosphatase complex",2,2,0.918383594699955,1
"GO:0071596","BP","ubiquitin-dependent protein catabolic process via the N-end rule pathway",5,5,0.813133930440375,1
"GO:0071598","CC","neuronal ribonucleoprotein granule",4,4,0.844062004048902,1
"GO:0071599","BP","otic vesicle development",16,15,0.861468105206642,1
"GO:0071600","BP","otic vesicle morphogenesis",10,9,0.937590067280321,1
"GO:0071602","BP","phytosphingosine biosynthetic process",1,1,0.957218323781797,1
"GO:0071603","BP","endothelial cell-cell adhesion",4,4,0.847071456601333,1
"GO:0071604","BP","transforming growth factor beta production",35,32,0.936853524315215,1
"GO:0071605","BP","monocyte chemotactic protein-1 production",21,20,0.764918142221344,1
"GO:0071606","BP","chemokine (C-C motif) ligand 4 production",1,0,1,1
"GO:0071608","BP","macrophage inflammatory protein-1 alpha production",7,6,0.965648416020165,1
"GO:0071609","BP","chemokine (C-C motif) ligand 5 production",11,10,0.924536144882334,1
"GO:0071610","BP","chemokine (C-C motif) ligand 1 production",1,1,0.960363472866166,1
"GO:0071611","BP","granulocyte colony-stimulating factor production",5,5,0.79708754423667,1
"GO:0071612","BP","IP-10 production",5,5,0.794229838107687,1
"GO:0071613","BP","granzyme B production",1,1,0.952835648300862,1
"GO:0071614","MF","linoleic acid epoxygenase activity",2,2,0.9115663089106,1
"GO:0071616","BP","acyl-CoA biosynthetic process",49,47,0.662861783708915,1
"GO:0071617","MF","lysophospholipid acyltransferase activity",23,22,0.738587383550816,1
"GO:0071618","MF","lysophosphatidylethanolamine acyltransferase activity",1,1,0.959342504347252,1
"GO:0071621","BP","granulocyte chemotaxis",116,114,0.10963940396026,1
"GO:0071622","BP","regulation of granulocyte chemotaxis",49,48,0.367125593098297,1
"GO:0071623","BP","negative regulation of granulocyte chemotaxis",4,4,0.839887259978448,1
"GO:0071624","BP","positive regulation of granulocyte chemotaxis",25,25,0.328164885900538,1
"GO:0071625","BP","vocalization behavior",18,18,0.469866505534224,1
"GO:0071626","BP","mastication",4,4,0.835032040463912,1
"GO:0071629","BP","cytoplasm protein quality control by the ubiquitin-proteasome system",3,3,0.879783851305324,1
"GO:0071630","BP","nuclear protein quality control by the ubiquitin-proteasome system",6,6,0.780848586295368,1
"GO:0071634","BP","regulation of transforming growth factor beta production",32,29,0.952118337973355,1
"GO:0071635","BP","negative regulation of transforming growth factor beta production",12,11,0.908932834219628,1
"GO:0071636","BP","positive regulation of transforming growth factor beta production",17,15,0.963266942881815,1
"GO:0071637","BP","regulation of monocyte chemotactic protein-1 production",21,20,0.764918142221344,1
"GO:0071638","BP","negative regulation of monocyte chemotactic protein-1 production",6,6,0.770600387162889,1
"GO:0071639","BP","positive regulation of monocyte chemotactic protein-1 production",15,14,0.858034327872542,1
"GO:0071640","BP","regulation of macrophage inflammatory protein 1 alpha production",7,6,0.965648416020165,1
"GO:0071641","BP","negative regulation of macrophage inflammatory protein 1 alpha production",3,2,0.994805921297432,1
"GO:0071642","BP","positive regulation of macrophage inflammatory protein 1 alpha production",3,3,0.873133452300974,1
"GO:0071643","BP","regulation of chemokine (C-C motif) ligand 4 production",1,0,1,1
"GO:0071644","BP","negative regulation of chemokine (C-C motif) ligand 4 production",1,0,1,1
"GO:0071649","BP","regulation of chemokine (C-C motif) ligand 5 production",11,10,0.924536144882334,1
"GO:0071650","BP","negative regulation of chemokine (C-C motif) ligand 5 production",6,5,0.977127821750709,1
"GO:0071651","BP","positive regulation of chemokine (C-C motif) ligand 5 production",6,6,0.770265395766525,1
"GO:0071652","BP","regulation of chemokine (C-C motif) ligand 1 production",1,1,0.960363472866166,1
"GO:0071654","BP","positive regulation of chemokine (C-C motif) ligand 1 production",1,1,0.960363472866166,1
"GO:0071655","BP","regulation of granulocyte colony-stimulating factor production",5,5,0.79708754423667,1
"GO:0071656","BP","negative regulation of granulocyte colony-stimulating factor production",1,1,0.953033338676219,1
"GO:0071657","BP","positive regulation of granulocyte colony-stimulating factor production",4,4,0.83629010127262,1
"GO:0071658","BP","regulation of IP-10 production",5,5,0.794229838107687,1
"GO:0071659","BP","negative regulation of IP-10 production",4,4,0.832700613650197,1
"GO:0071660","BP","positive regulation of IP-10 production",1,1,0.953787349908486,1
"GO:0071661","BP","regulation of granzyme B production",1,1,0.952835648300862,1
"GO:0071663","BP","positive regulation of granzyme B production",1,1,0.952835648300862,1
"GO:0071664","CC","catenin-TCF7L2 complex",4,4,0.848468515330261,1
"GO:0071665","CC","gamma-catenin-TCF7L2 complex",1,1,0.960302489018694,1
"GO:0071667","MF","DNA/RNA hybrid binding",5,5,0.813646092743535,1
"GO:0071670","BP","smooth muscle cell chemotaxis",10,10,0.650026967132835,1
"GO:0071671","BP","regulation of smooth muscle cell chemotaxis",8,8,0.706279292306377,1
"GO:0071672","BP","negative regulation of smooth muscle cell chemotaxis",5,5,0.798663703285882,1
"GO:0071673","BP","positive regulation of smooth muscle cell chemotaxis",4,4,0.843286455724581,1
"GO:0071674","BP","mononuclear cell migration",223,217,0.142542538803757,1
"GO:0071675","BP","regulation of mononuclear cell migration",145,139,0.559971009692935,1
"GO:0071676","BP","negative regulation of mononuclear cell migration",37,33,0.975209903252989,1
"GO:0071677","BP","positive regulation of mononuclear cell migration",94,92,0.226330430047336,1
"GO:0071678","BP","olfactory bulb axon guidance",1,1,0.960404080359978,1
"GO:0071679","BP","commissural neuron axon guidance",14,14,0.566060925139568,1
"GO:0071680","BP","response to indole-3-methanol",6,6,0.779598550818102,1
"GO:0071681","BP","cellular response to indole-3-methanol",5,5,0.81239162333935,1
"GO:0071682","CC","endocytic vesicle lumen",23,23,0.351200373387093,1
"GO:0071684","BP","organism emergence from protective structure",26,25,0.695146084252785,1
"GO:0071688","BP","striated muscle myosin thick filament assembly",3,3,0.880411084024541,1
"GO:0071691","BP","cardiac muscle thin filament assembly",3,3,0.879727416374398,1
"GO:0071692","BP","protein localization to extracellular region",384,377,0.0068526459891775,0.282062095209965
"GO:0071693","BP","protein transport within extracellular region",1,0,1,1
"GO:0071694","BP","maintenance of protein location in extracellular region",8,8,0.707021229086187,1
"GO:0071695","BP","anatomical structure maturation",276,272,0.00766021710778287,0.310253893765212
"GO:0071696","BP","ectodermal placode development",14,14,0.558036016691473,1
"GO:0071697","BP","ectodermal placode morphogenesis",12,12,0.607693869203462,1
"GO:0071698","BP","olfactory placode development",3,3,0.884734345474179,1
"GO:0071699","BP","olfactory placode morphogenesis",3,3,0.884734345474179,1
"GO:0071705","BP","nitrogen compound transport",1862,1799,0.0304963290244074,0.806629737613087
"GO:0071706","BP","tumor necrosis factor superfamily cytokine production",189,183,0.274298396104241,1
"GO:0071707","BP","immunoglobulin heavy chain V-D-J recombination",2,1,0.998258242477161,1
"GO:0071709","BP","membrane assembly",58,56,0.559856658432063,1
"GO:0071711","BP","basement membrane organization",41,41,0.178255029262663,1
"GO:0071714","MF","icosanoid transmembrane transporter activity",13,13,0.562553100536543,1
"GO:0071715","BP","icosanoid transport",59,59,0.0722554854053903,1
"GO:0071716","BP","leukotriene transport",7,7,0.739128616594693,1
"GO:0071722","BP","detoxification of arsenic-containing substance",1,1,0.957090068434958,1
"GO:0071723","MF","lipopeptide binding",10,10,0.626660861241773,1
"GO:0071724","BP","response to diacyl bacterial lipopeptide",6,6,0.771794682479858,1
"GO:0071725","BP","response to triacyl bacterial lipopeptide",3,3,0.872745933181191,1
"GO:0071726","BP","cellular response to diacyl bacterial lipopeptide",6,6,0.771794682479858,1
"GO:0071727","BP","cellular response to triacyl bacterial lipopeptide",3,3,0.872745933181191,1
"GO:0071731","BP","response to nitric oxide",21,20,0.775476050997683,1
"GO:0071732","BP","cellular response to nitric oxide",16,16,0.503129869992726,1
"GO:0071735","CC","IgG immunoglobulin complex",2,2,0.907864627582756,1
"GO:0071745","CC","IgA immunoglobulin complex",2,2,0.913506653306469,1
"GO:0071746","CC","IgA immunoglobulin complex, circulating",2,2,0.913506653306469,1
"GO:0071748","CC","monomeric IgA immunoglobulin complex",1,1,0.952699812170404,1
"GO:0071749","CC","polymeric IgA immunoglobulin complex",2,2,0.913506653306469,1
"GO:0071750","CC","dimeric IgA immunoglobulin complex",1,1,0.952699812170404,1
"GO:0071751","CC","secretory IgA immunoglobulin complex",2,2,0.913506653306469,1
"GO:0071752","CC","secretory dimeric IgA immunoglobulin complex",1,1,0.952699812170404,1
"GO:0071753","CC","IgM immunoglobulin complex",3,3,0.870893183053211,1
"GO:0071754","CC","IgM immunoglobulin complex, circulating",1,1,0.952699812170404,1
"GO:0071755","CC","IgM B cell receptor complex",2,2,0.91405278639352,1
"GO:0071756","CC","pentameric IgM immunoglobulin complex",1,1,0.952699812170404,1
"GO:0071763","BP","nuclear membrane organization",48,45,0.857425757753438,1
"GO:0071765","BP","nuclear inner membrane organization",1,1,0.9551921831674,1
"GO:0071772","BP","response to BMP",185,182,0.0437168612759179,1
"GO:0071773","BP","cellular response to BMP stimulus",185,182,0.0437168612759179,1
"GO:0071774","BP","response to fibroblast growth factor",121,120,0.034599325532088,0.875646317198572
"GO:0071782","CC","endoplasmic reticulum tubular network",29,28,0.651715240269795,1
"GO:0071786","BP","endoplasmic reticulum tubular network organization",23,22,0.750848971005796,1
"GO:0071787","BP","endoplasmic reticulum tubular network formation",6,6,0.774917263830313,1
"GO:0071788","BP","endoplasmic reticulum tubular network maintenance",1,1,0.959293473797686,1
"GO:0071791","MF","chemokine (C-C motif) ligand 5 binding",2,2,0.90668429749247,1
"GO:0071795","MF","K11-linked polyubiquitin modification-dependent protein binding",1,0,1,1
"GO:0071796","MF","K6-linked polyubiquitin modification-dependent protein binding",2,1,0.998213499393784,1
"GO:0071797","CC","LUBAC complex",4,4,0.841083702631911,1
"GO:0071798","BP","response to prostaglandin D",7,7,0.731052172932334,1
"GO:0071799","BP","cellular response to prostaglandin D stimulus",7,7,0.731052172932334,1
"GO:0071800","BP","podosome assembly",20,20,0.428400360562631,1
"GO:0071801","BP","regulation of podosome assembly",12,12,0.60187268818782,1
"GO:0071803","BP","positive regulation of podosome assembly",9,9,0.679785177905633,1
"GO:0071805","BP","potassium ion transmembrane transport",200,197,0.0280497910080767,0.758344903268789
"GO:0071806","BP","protein transmembrane transport",75,67,0.995384115341717,1
"GO:0071812","BP","positive regulation of fever generation by positive regulation of prostaglandin secretion",2,2,0.918808328047662,1
"GO:0071813","MF","lipoprotein particle binding",32,31,0.600414528477689,1
"GO:0071814","MF","protein-lipid complex binding",32,31,0.600414528477689,1
"GO:0071816","BP","tail-anchored membrane protein insertion into ER membrane",15,12,0.996931871823052,1
"GO:0071817","CC","MMXD complex",4,4,0.843111833688886,1
"GO:0071818","CC","BAT3 complex",2,2,0.917762505134613,1
"GO:0071819","CC","DUBm complex",2,2,0.918236360763984,1
"GO:0071820","MF","N-box binding",1,1,0.960400510281647,1
"GO:0071821","CC","FANCM-MHF complex",4,4,0.83772023214708,1
"GO:0071824","BP","protein-DNA complex organization",226,213,0.890512538757153,1
"GO:0071825","BP","protein-lipid complex organization",60,59,0.263016940324798,1
"GO:0071826","BP","protein-RNA complex organization",219,200,0.998568142966971,1
"GO:0071827","BP","plasma lipoprotein particle organization",57,56,0.287974089855862,1
"GO:0071830","BP","triglyceride-rich lipoprotein particle clearance",8,8,0.696123878737709,1
"GO:0071831","BP","intermediate-density lipoprotein particle clearance",1,1,0.958590250975718,1
"GO:0071837","MF","HMG box domain binding",12,12,0.609204659759819,1
"GO:0071838","BP","cell proliferation in bone marrow",10,10,0.6463363264418,1
"GO:0071839","BP","apoptotic process in bone marrow cell",6,5,0.974250171098832,1
"GO:0071840","BP","cellular component organization or biogenesis",6603,6369,0.000689786067373481,0.0458051291869158
"GO:0071846","BP","actin filament debranching",2,2,0.916832363948245,1
"GO:0071855","MF","neuropeptide receptor binding",37,36,0.517104880576325,1
"GO:0071863","BP","regulation of cell proliferation in bone marrow",8,8,0.703081839184422,1
"GO:0071864","BP","positive regulation of cell proliferation in bone marrow",6,6,0.765812350341863,1
"GO:0071865","BP","regulation of apoptotic process in bone marrow cell",5,4,0.981604708755549,1
"GO:0071866","BP","negative regulation of apoptotic process in bone marrow cell",4,4,0.845058496534299,1
"GO:0071867","BP","response to monoamine",63,62,0.249986479502058,1
"GO:0071868","BP","cellular response to monoamine stimulus",61,60,0.265918864892989,1
"GO:0071869","BP","response to catecholamine",61,61,0.0725560030472073,1
"GO:0071870","BP","cellular response to catecholamine stimulus",59,59,0.0790025974229879,1
"GO:0071871","BP","response to epinephrine",15,14,0.876844708876426,1
"GO:0071872","BP","cellular response to epinephrine stimulus",12,11,0.916800396522557,1
"GO:0071873","BP","response to norepinephrine",4,4,0.833785538848594,1
"GO:0071874","BP","cellular response to norepinephrine stimulus",4,4,0.833785538848594,1
"GO:0071875","BP","adrenergic receptor signaling pathway",32,32,0.251255184219791,1
"GO:0071877","BP","regulation of adenylate cyclase-inhibiting adrenergic receptor signaling pathway",3,3,0.859665937580394,1
"GO:0071878","BP","negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway",5,5,0.815003641086595,1
"GO:0071879","BP","positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway",2,2,0.916927363716598,1
"GO:0071880","BP","adenylate cyclase-activating adrenergic receptor signaling pathway",19,19,0.44496017526866,1
"GO:0071881","BP","adenylate cyclase-inhibiting adrenergic receptor signaling pathway",4,4,0.825390743130856,1
"GO:0071882","BP","phospholipase C-activating adrenergic receptor signaling pathway",2,2,0.921462590357118,1
"GO:0071885","MF","N-terminal protein N-methyltransferase activity",2,2,0.917034850895726,1
"GO:0071886","MF","1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding",1,1,0.958582925702206,1
"GO:0071887","BP","leukocyte apoptotic process",123,121,0.100480500891109,1
"GO:0071888","BP","macrophage apoptotic process",13,13,0.565631909715929,1
"GO:0071889","MF","14-3-3 protein binding",31,30,0.643987893182842,1
"GO:0071890","MF","bicarbonate binding",1,1,0.95803079219643,1
"GO:0071895","BP","odontoblast differentiation",18,18,0.470522690072511,1
"GO:0071896","BP","protein localization to adherens junction",7,7,0.743669684661269,1
"GO:0071897","BP","DNA biosynthetic process",158,151,0.659420079248269,1
"GO:0071900","BP","regulation of protein serine/threonine kinase activity",116,113,0.277690944739174,1
"GO:0071901","BP","negative regulation of protein serine/threonine kinase activity",35,34,0.556779606369626,1
"GO:0071902","BP","positive regulation of protein serine/threonine kinase activity",53,52,0.346984825296073,1
"GO:0071907","BP","determination of digestive tract left/right asymmetry",6,6,0.771149750624754,1
"GO:0071908","BP","determination of intestine left/right asymmetry",1,1,0.953082583218406,1
"GO:0071909","BP","determination of stomach left/right asymmetry",1,1,0.953082583218406,1
"GO:0071910","BP","determination of liver left/right asymmetry",5,5,0.803323166670878,1
"GO:0071911","BP","synchronous neurotransmitter secretion",1,1,0.960211326969421,1
"GO:0071913","MF","citrate secondary active transmembrane transporter activity",1,1,0.958108402435823,1
"GO:0071914","CC","prominosome",2,2,0.921912868001758,1
"GO:0071916","MF","dipeptide transmembrane transporter activity",5,5,0.802903198090773,1
"GO:0071918","BP","urea transmembrane transport",9,9,0.665945108062179,1
"GO:0071919","BP","G-quadruplex DNA formation",1,1,0.958132171487529,1
"GO:0071920","CC","cleavage body",1,1,0.959068974044954,1
"GO:0071926","BP","endocannabinoid signaling pathway",4,4,0.846527289607238,1
"GO:0071929","BP","alpha-tubulin acetylation",1,1,0.960392085914238,1
"GO:0071932","BP","replication fork reversal",5,5,0.805410521704246,1
"GO:0071933","MF","Arp2/3 complex binding",15,14,0.873267338604657,1
"GO:0071934","BP","thiamine transmembrane transport",7,7,0.740703335103354,1
"GO:0071938","BP","vitamin A transport",2,2,0.921651189900079,1
"GO:0071939","BP","vitamin A import into cell",2,2,0.921651189900079,1
"GO:0071941","BP","nitrogen cycle metabolic process",15,14,0.861173447986621,1
"GO:0071942","CC","XPC complex",2,2,0.919949853702887,1
"GO:0071943","CC","Myc-Max complex",2,2,0.921142245101536,1
"GO:0071944","CC","cell periphery",5724,5621,1.48042567516595e-35,3.25397563401476e-31
"GO:0071947","BP","protein deubiquitination involved in ubiquitin-dependent protein catabolic process",5,5,0.811033209726034,1
"GO:0071949","MF","FAD binding",38,37,0.521841832398367,1
"GO:0071951","BP","conversion of methionyl-tRNA to N-formyl-methionyl-tRNA",1,1,0.959743217788257,1
"GO:0071953","CC","elastic fiber",5,5,0.813419252493156,1
"GO:0071955","BP","recycling endosome to Golgi transport",2,2,0.922385718706742,1
"GO:0071960","BP","maintenance of mitotic sister chromatid cohesion, centromeric",1,1,0.955509572774577,1
"GO:0071962","BP","mitotic sister chromatid cohesion, centromeric",4,4,0.843144316673802,1
"GO:0071963","BP","establishment or maintenance of cell polarity regulating cell shape",5,5,0.814785085272803,1
"GO:0071964","BP","establishment of cell polarity regulating cell shape",1,1,0.95900983771874,1
"GO:0071965","BP","multicellular organismal locomotion",2,2,0.918141646368541,1
"GO:0071971","BP","extracellular exosome assembly",7,6,0.968838581436545,1
"GO:0071976","BP","cell gliding",1,1,0.959251723607455,1
"GO:0071985","BP","multivesicular body sorting pathway",48,43,0.984079320203116,1
"GO:0071986","CC","Ragulator complex",6,6,0.770458044103618,1
"GO:0071987","MF","WD40-repeat domain binding",6,6,0.773850987981023,1
"GO:0071988","BP","protein localization to spindle pole body",1,1,0.960394027733186,1
"GO:0072001","BP","renal system development",327,319,0.0715107778500763,1
"GO:0072003","BP","kidney rudiment formation",3,3,0.88465115508445,1
"GO:0072004","BP","kidney field specification",2,2,0.922200535139244,1
"GO:0072006","BP","nephron development",156,154,0.042250129065635,0.99853884491914
"GO:0072007","BP","mesangial cell differentiation",7,7,0.746724759955789,1
"GO:0072008","BP","glomerular mesangial cell differentiation",6,6,0.777769607733359,1
"GO:0072009","BP","nephron epithelium development",118,116,0.132224042319877,1
"GO:0072010","BP","glomerular epithelium development",28,27,0.676428436014354,1
"GO:0072011","BP","glomerular endothelium development",5,5,0.811655217716002,1
"GO:0072012","BP","glomerulus vasculature development",30,30,0.280225756862839,1
"GO:0072014","BP","proximal tubule development",9,9,0.685944135993759,1
"GO:0072015","BP","podocyte development",12,12,0.604675072175442,1
"GO:0072016","BP","glomerular parietal epithelial cell development",1,1,0.95850602785054,1
"GO:0072017","BP","distal tubule development",12,12,0.605643491459583,1
"GO:0072019","BP","proximal convoluted tubule development",2,2,0.921762208824475,1
"GO:0072020","BP","proximal straight tubule development",1,1,0.959978126912839,1
"GO:0072021","BP","ascending thin limb development",4,4,0.842502490073808,1
"GO:0072022","BP","descending thin limb development",1,1,0.959978126912839,1
"GO:0072023","BP","thick ascending limb development",2,2,0.918774942485611,1
"GO:0072024","BP","macula densa development",1,1,0.959699368716303,1
"GO:0072025","BP","distal convoluted tubule development",5,5,0.809769342630653,1
"GO:0072027","BP","connecting tubule development",1,1,0.955535548087586,1
"GO:0072028","BP","nephron morphogenesis",76,75,0.175847983193744,1
"GO:0072032","BP","proximal convoluted tubule segment 2 development",1,1,0.959978126912839,1
"GO:0072033","BP","renal vesicle formation",7,7,0.748534080581924,1
"GO:0072034","BP","renal vesicle induction",3,3,0.882098974684132,1
"GO:0072036","BP","mesenchymal to epithelial transition involved in renal vesicle formation",1,1,0.960440812295065,1
"GO:0072038","BP","mesenchymal stem cell maintenance involved in nephron morphogenesis",6,6,0.778005559259013,1
"GO:0072039","BP","regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis",4,4,0.84467043089875,1
"GO:0072040","BP","negative regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis",4,4,0.84467043089875,1
"GO:0072044","BP","collecting duct development",15,15,0.535208472834169,1
"GO:0072046","BP","establishment of planar polarity involved in nephron morphogenesis",2,2,0.920407681071612,1
"GO:0072047","BP","proximal/distal pattern formation involved in nephron development",5,5,0.801881086825589,1
"GO:0072048","BP","renal system pattern specification",8,8,0.707178856976925,1
"GO:0072049","BP","comma-shaped body morphogenesis",5,5,0.814456824502483,1
"GO:0072050","BP","S-shaped body morphogenesis",7,7,0.748724506757151,1
"GO:0072051","BP","juxtaglomerular apparatus development",4,4,0.836854602046903,1
"GO:0072053","BP","renal inner medulla development",2,2,0.919335942825967,1
"GO:0072054","BP","renal outer medulla development",2,2,0.919335942825967,1
"GO:0072055","BP","renal cortex development",1,1,0.957184251784498,1
"GO:0072059","BP","cortical collecting duct development",1,1,0.957184251784498,1
"GO:0072060","BP","outer medullary collecting duct development",1,1,0.95985646202768,1
"GO:0072061","BP","inner medullary collecting duct development",2,2,0.91693716060085,1
"GO:0072069","BP","DCT cell differentiation",3,3,0.885035690552725,1
"GO:0072070","BP","loop of Henle development",12,12,0.597244338509667,1
"GO:0072071","BP","kidney interstitial fibroblast differentiation",2,2,0.922060709764697,1
"GO:0072073","BP","kidney epithelium development",147,143,0.275509491473484,1
"GO:0072074","BP","kidney mesenchyme development",16,16,0.512931647502779,1
"GO:0072075","BP","metanephric mesenchyme development",14,14,0.558705133136895,1
"GO:0072076","BP","nephrogenic mesenchyme development",3,3,0.877635409929373,1
"GO:0072077","BP","renal vesicle morphogenesis",16,16,0.516288541761752,1
"GO:0072078","BP","nephron tubule morphogenesis",72,71,0.199850187912264,1
"GO:0072079","BP","nephron tubule formation",20,19,0.797021188589742,1
"GO:0072080","BP","nephron tubule development",95,93,0.246473683153056,1
"GO:0072081","BP","specification of nephron tubule identity",5,5,0.801881086825589,1
"GO:0072086","BP","specification of loop of Henle identity",4,4,0.835078668007598,1
"GO:0072087","BP","renal vesicle development",17,17,0.495668449363201,1
"GO:0072088","BP","nephron epithelium morphogenesis",74,73,0.187770485222369,1
"GO:0072089","BP","stem cell proliferation",126,124,0.0968347345996244,1
"GO:0072091","BP","regulation of stem cell proliferation",91,89,0.252602249184624,1
"GO:0072092","BP","ureteric bud invasion",2,2,0.922448942587107,1
"GO:0072093","BP","metanephric renal vesicle formation",3,3,0.885955078277702,1
"GO:0072095","BP","regulation of branch elongation involved in ureteric bud branching",3,3,0.882656154212579,1
"GO:0072098","BP","anterior/posterior pattern specification involved in kidney development",1,1,0.960080079536679,1
"GO:0072102","BP","glomerulus morphogenesis",9,9,0.690702675468249,1
"GO:0072103","BP","glomerulus vasculature morphogenesis",6,6,0.781122293009386,1
"GO:0072104","BP","glomerular capillary formation",6,6,0.781122293009386,1
"GO:0072105","BP","ureteric peristalsis",2,2,0.922294671294925,1
"GO:0072106","BP","regulation of ureteric bud formation",4,4,0.849735686468773,1
"GO:0072107","BP","positive regulation of ureteric bud formation",4,4,0.849735686468773,1
"GO:0072108","BP","positive regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis",4,4,0.849741354231884,1
"GO:0072109","BP","glomerular mesangium development",17,17,0.482314824757789,1
"GO:0072110","BP","glomerular mesangial cell proliferation",12,12,0.595640121147972,1
"GO:0072111","BP","cell proliferation involved in kidney development",21,21,0.411630641490493,1
"GO:0072112","BP","podocyte differentiation",24,23,0.738152100333638,1
"GO:0072114","BP","pronephros morphogenesis",2,2,0.919036193298221,1
"GO:0072124","BP","regulation of glomerular mesangial cell proliferation",11,11,0.621339183398085,1
"GO:0072125","BP","negative regulation of glomerular mesangial cell proliferation",4,4,0.832050087845121,1
"GO:0072126","BP","positive regulation of glomerular mesangial cell proliferation",7,7,0.746406705122945,1
"GO:0072127","BP","renal capsule development",1,1,0.9560709110859,1
"GO:0072128","BP","renal capsule morphogenesis",1,1,0.9560709110859,1
"GO:0072129","BP","renal capsule formation",1,1,0.9560709110859,1
"GO:0072130","BP","renal capsule specification",1,1,0.9560709110859,1
"GO:0072131","BP","kidney mesenchyme morphogenesis",4,4,0.846388210532507,1
"GO:0072132","BP","mesenchyme morphogenesis",59,59,0.0832984804973359,1
"GO:0072133","BP","metanephric mesenchyme morphogenesis",4,4,0.846388210532507,1
"GO:0072134","BP","nephrogenic mesenchyme morphogenesis",2,2,0.917932131412011,1
"GO:0072135","BP","kidney mesenchymal cell proliferation",3,3,0.880886575057068,1
"GO:0072136","BP","metanephric mesenchymal cell proliferation involved in metanephros development",3,3,0.880886575057068,1
"GO:0072137","BP","condensed mesenchymal cell proliferation",3,3,0.885203516984296,1
"GO:0072138","BP","mesenchymal cell proliferation involved in ureteric bud development",1,1,0.9581027292193,1
"GO:0072139","BP","glomerular parietal epithelial cell differentiation",3,2,0.994141712569415,1
"GO:0072141","BP","renal interstitial fibroblast development",2,2,0.922060709764697,1
"GO:0072143","BP","mesangial cell development",6,6,0.777547653533247,1
"GO:0072144","BP","glomerular mesangial cell development",5,5,0.809866872560875,1
"GO:0072148","BP","epithelial cell fate commitment",14,14,0.562531465064972,1
"GO:0072156","BP","distal tubule morphogenesis",3,3,0.883212189942532,1
"GO:0072160","BP","nephron tubule epithelial cell differentiation",14,13,0.889239430507468,1
"GO:0072161","BP","mesenchymal cell differentiation involved in kidney development",6,6,0.780914418193769,1
"GO:0072162","BP","metanephric mesenchymal cell differentiation",5,5,0.813313057903107,1
"GO:0072163","BP","mesonephric epithelium development",95,92,0.452377779552215,1
"GO:0072164","BP","mesonephric tubule development",95,92,0.452377779552215,1
"GO:0072165","BP","anterior mesonephric tubule development",1,1,0.960080079536679,1
"GO:0072166","BP","posterior mesonephric tubule development",2,2,0.92201077041187,1
"GO:0072167","BP","specification of mesonephric tubule identity",1,1,0.960080079536679,1
"GO:0072168","BP","specification of anterior mesonephric tubule identity",1,1,0.960080079536679,1
"GO:0072169","BP","specification of posterior mesonephric tubule identity",1,1,0.960080079536679,1
"GO:0072170","BP","metanephric tubule development",24,24,0.3652139219703,1
"GO:0072171","BP","mesonephric tubule morphogenesis",64,63,0.258040633255961,1
"GO:0072172","BP","mesonephric tubule formation",10,9,0.938095889365886,1
"GO:0072173","BP","metanephric tubule morphogenesis",10,10,0.658035663997945,1
"GO:0072174","BP","metanephric tubule formation",6,6,0.78035268297383,1
"GO:0072175","BP","epithelial tube formation",138,132,0.655176173721174,1
"GO:0072176","BP","nephric duct development",14,14,0.55584799671574,1
"GO:0072177","BP","mesonephric duct development",8,8,0.708798757308393,1
"GO:0072178","BP","nephric duct morphogenesis",10,10,0.664191427448717,1
"GO:0072179","BP","nephric duct formation",5,5,0.814188248720167,1
"GO:0072180","BP","mesonephric duct morphogenesis",3,3,0.882428868835996,1
"GO:0072181","BP","mesonephric duct formation",2,2,0.919107250665265,1
"GO:0072182","BP","regulation of nephron tubule epithelial cell differentiation",12,11,0.914810801299822,1
"GO:0072183","BP","negative regulation of nephron tubule epithelial cell differentiation",2,2,0.921305630986288,1
